FID,PROVINSI,KECAMATAN,DESA,KABKOT
20073,BENGKULU,PUTRI HIJAU,TALANG ARAH,BENGKULU UTARA
20074,BENGKULU,PUTRI HIJAU,CIPTA MULYA,BENGKULU UTARA
20075,BENGKULU,PUTRI HIJAU,AIR PANDAN,BENGKULU UTARA
20076,BENGKULU,PUTRI HIJAU,SUKA NEGARA,BENGKULU UTARA
20077,BENGKULU,PUTRI HIJAU,KARYA JAYA,BENGKULU UTARA
20078,BENGKULU,PUTRI HIJAU,KARYA BAKTI,BENGKULU UTARA
20079,BENGKULU,PUTRI HIJAU,SUKA MEDAN,BENGKULU UTARA
20080,BENGKULU,PUTRI HIJAU,SUKA MERINDU,BENGKULU UTARA
20081,BENGKULU,PUTRI HIJAU,SUKA MAJU,BENGKULU UTARA
20082,BENGKULU,PUTRI HIJAU,SUKA BARU,BENGKULU UTARA
20083,BENGKULU,PUTRI HIJAU,KARYA PELITA,BENGKULU UTARA
20084,BENGKULU,PUTRI HIJAU,SUKA MAKMUR,BENGKULU UTARA
20085,BENGKULU,PUTRI HIJAU,AIR PUTIH,BENGKULU UTARA
20086,BENGKULU,HUTAN,HUTAN,BENGKULU UTARA
20087,BENGKULU,ARGA MAKMUR,KALAI DUAI,BENGKULU UTARA
20088,BENGKULU,KETAHUN,FAJAR BARU,BENGKULU UTARA
20089,BENGKULU,KETAHUN,BUKIT MAKMUR,BENGKULU UTARA
20090,BENGKULU,KERKAP,TALANG JAMBU,BENGKULU UTARA
20091,BENGKULU,AIR BESI,DUSUN CURUP,BENGKULU UTARA
20092,BENGKULU,NAPAL PUTIH,SP 7 BANGUN KARYA,BENGKULU UTARA
20093,BENGKULU,KERKAP,TEBAT PACUR,BENGKULU UTARA
20094,BENGKULU,KERKAP,SENGKUANG,BENGKULU UTARA
20095,BENGKULU,KETAHUN,LUBUK MINDAI,BENGKULU UTARA
20096,BENGKULU,KETAHUN,TANJUNG MUARA,BENGKULU UTARA
20097,BENGKULU,KETAHUN,SEBAYUR JAYA,BENGKULU UTARA
20098,BENGKULU,KETAHUN,MELATI HARJO,BENGKULU UTARA
20099,BENGKULU,PUTRI HIJAU,KARANG PULAU,BENGKULU UTARA
20100,BENGKULU,NAPAL PUTIH,BUKIT BERLIAN,BENGKULU UTARA
20101,BENGKULU,NAPAL PUTIH,BUKIT SARI,BENGKULU UTARA
20102,BENGKULU,NAPAL PUTIH,TANJUNG HARAPAN,BENGKULU UTARA
20103,BENGKULU,PADANG JAYA,TANJUNG HARAPAN,BENGKULU UTARA
20104,BENGKULU,PADANG JAYA,TAMBAK REJO,BENGKULU UTARA
20105,BENGKULU,PADANG JAYA,MARGA SAKTI,BENGKULU UTARA
20106,BENGKULU,NAPAL PUTIH,PAGAR DIN,BENGKULU UTARA
20107,BENGKULU,KETAHUN,SUMBER MULYA,BENGKULU UTARA
20108,BENGKULU,KETAHUN,AIR SEBAYUR,BENGKULU UTARA
20109,BENGKULU,KETAHUN,SIMPANG BATU,BENGKULU UTARA
20110,BENGKULU,AIR NAPAL,SAWANG LEBAR,BENGKULU UTARA
20111,BENGKULU,AIR NAPAL,SAWANG LEBAR ILIR,BENGKULU UTARA
20112,BENGKULU,AIR NAPAL,PASAR BEMBAH,BENGKULU UTARA
20113,BENGKULU,AIR NAPAL,PASAR KERKAP,BENGKULU UTARA
20114,BENGKULU,AIR BESI,PENYANGKAK,BENGKULU UTARA
20115,BENGKULU,AIR BESI,KOTA AGUNG,BENGKULU UTARA
20116,BENGKULU,KETAHUN,BUKIT HARAPAN,BENGKULU UTARA
20117,BENGKULU,KETAHUN,LIMAS JAYA,BENGKULU UTARA
20118,BENGKULU,KETAHUN,ALAS BANGUN,BENGKULU UTARA
20119,BENGKULU,NASAL,TANJUNG BETUAH,KAUR
20120,BENGKULU,NASAL,GEDUNG MENUNG,KAUR
20121,BENGKULU,NASAL,ULAK PANDAN,KAUR
20122,BENGKULU,NASAL,MERPAS,KAUR
20123,BENGKULU,NASAL,AIR PALAWAN,KAUR
20124,BENGKULU,NASAL,MUARA DUA,KAUR
20125,BENGKULU,NASAL,BUKIT INDAH,KAUR
20126,BENGKULU,NASAL,SUKU TIGA,KAUR
20127,BENGKULU,NASAL,TEBING RAMBUTAN,KAUR
20128,BENGKULU,NASAL,BATU LUNGUN,KAUR
20129,BENGKULU,NASAL,SUMBER HARAPAN,KAUR
20130,BENGKULU,NASAL,SUKA JAYA,KAUR
20131,BENGKULU,NASAL,PASAR BARU,KAUR
20132,BENGKULU,NASAL,TRI JAYA,KAUR
20133,BENGKULU,NASAL,AIR BATANG,KAUR
20134,BENGKULU,NASAL,SINAR BANTEN,KAUR
20135,BENGKULU,NASAL,PASAR JUMAT,KAUR
20136,BENGKULU,MAJE,PARDA SUKA,KAUR
20137,BENGKULU,MAJE,AIR LONG,KAUR
20138,BENGKULU,MAJE,LINAU,KAUR
20139,BENGKULU,MAJE,WAY HAWANG,KAUR
20140,BENGKULU,MAJE,TANJUNG BARU,KAUR
20141,BENGKULU,MAJE,PENYANDINGAN,KAUR
20142,BENGKULU,MAJE,TANJUNG AUR,KAUR
20143,BENGKULU,MAJE,KEDATARAN,KAUR
20144,BENGKULU,MAJE,TANJUNG GANTI,KAUR
20145,BENGKULU,MAJE,BENTENG HARAPAN,KAUR
20146,BENGKULU,MAJE,SUKA MENANTI,KAUR
20147,BENGKULU,MAJE,AIR BACANG,KAUR
20148,BENGKULU,MAJE,BAKAL MAKMUR,KAUR
20149,BENGKULU,MAJE,MUARA JAYA,KAUR
20150,BENGKULU,MAJE,TANJUNG AGUNG,KAUR
20151,BENGKULU,MAJE,ARGA MULIA,KAUR
20152,BENGKULU,MAJE,AIR JELATANG,KAUR
20153,BENGKULU,MAJE,PEMATANG DANAU,KAUR
20154,BENGKULU,MAJE,SUMBER HARAPAN,KAUR
20155,BENGKULU,MAJE,TANJUNG BERINGIN,KAUR
20156,BENGKULU,KAUR SELATAN,SEKUNYIT,KAUR
20157,BENGKULU,KAUR SELATAN,SUKA BANDUNG,KAUR
20158,BENGKULU,KAUR SELATAN,AIR DINGIN,KAUR
20159,BENGKULU,KAUR SELATAN,PASAR BARU,KAUR
20160,BENGKULU,KAUR SELATAN,JEMBATAN DUA,KAUR
20161,BENGKULU,KAUR SELATAN,GEDUNG SAKO,KAUR
20162,BENGKULU,KAUR SELATAN,BANDAR,KAUR
20163,BENGKULU,KAUR SELATAN,PASAR LAMA,KAUR
20164,BENGKULU,KAUR SELATAN,TANJUNG BESAR,KAUR
20165,BENGKULU,KAUR SELATAN,PENGUBAIAN,KAUR
20166,BENGKULU,KAUR SELATAN,PAHLAWAN RATU,KAUR
20167,BENGKULU,KAUR SELATAN,PASAR SAUH,KAUR
20168,BENGKULU,KAUR SELATAN,PADANG PETRON,KAUR
20169,BENGKULU,KAUR SELATAN,KEPALA PASAR,KAUR
20170,BENGKULU,KAUR SELATAN,SAWAH JANGKUNG,KAUR
20171,BENGKULU,KAUR SELATAN,SELASIH,KAUR
20172,BENGKULU,KAUR SELATAN,PADANG GENTENG,KAUR
20173,BENGKULU,KAUR SELATAN,GEDUNG SAKO II,KAUR
20174,BENGKULU,KAUR SELATAN,SINAR PAGI,KAUR
20175,BENGKULU,TETAP,SUKA BANJAR,KAUR
20176,BENGKULU,TETAP,TANJUNG BUNGA,KAUR
20177,BENGKULU,TETAP,TANJUNG AGUNG,KAUR
20178,BENGKULU,TETAP,BABAT,KAUR
20179,BENGKULU,TETAP,CUCUPAN,KAUR
20180,BENGKULU,TETAP,KEPAHYANG,KAUR
20181,BENGKULU,TETAP,PAGAR DEWA,KAUR
20182,BENGKULU,TETAP,MUARA TETAP,KAUR
20183,BENGKULU,TETAP,KASUK BARU,KAUR
20184,BENGKULU,TETAP,SUKA RAJA,KAUR
20185,BENGKULU,TETAP,PADANG BINJAI,KAUR
20186,BENGKULU,TETAP,TANJUNG DALAM,KAUR
20187,BENGKULU,KAUR TENGAH,PADANG BARU,KAUR
20188,BENGKULU,KAUR TENGAH,TANJUNG PANDAN,KAUR
20189,BENGKULU,KAUR TENGAH,TANJUNG IMAN,KAUR
20190,BENGKULU,KAUR TENGAH,PENYANDINGAN,KAUR
20191,BENGKULU,KAUR TENGAH,KEMANG MANIS,KAUR
20192,BENGKULU,KAUR TENGAH,PADANG HANGAT,KAUR
20193,BENGKULU,KAUR TENGAH,PAJAR BULAN,KAUR
20194,BENGKULU,KAUR TENGAH,SUKA RAMI,KAUR
20195,BENGKULU,KAUR TENGAH,SINAR JAYA,KAUR
20196,BENGKULU,KAUR UTARA,SIMPANG TIGA,KAUR
20197,BENGKULU,KAUR UTARA,TANJUNG BETUNG I,KAUR
20198,BENGKULU,KAUR UTARA,PERUGAIAN,KAUR
20199,BENGKULU,KAUR UTARA,TANJUNG BETUNG II,KAUR
20200,BENGKULU,LUAS,BENUA RATU,KAUR
20201,BENGKULU,LUAS,TUGUK,KAUR
20202,BENGKULU,LUAS,UMBUL,KAUR
20203,BENGKULU,LUAS,TANJUNG BERINGIN,KAUR
20204,BENGKULU,LUAS,DURIAN BESAR,KAUR
20205,BENGKULU,LUAS,GANDA SULI,KAUR
20206,BENGKULU,LUAS,PADANG JATI,KAUR
20207,BENGKULU,LUAS,CAHAYA NEGERI,KAUR
20208,BENGKULU,LUAS,BANGUN JIWA,KAUR
20209,BENGKULU,LUAS,KEPAHYANG,KAUR
20210,BENGKULU,LUAS,PULAU PANGGUNG,KAUR
20211,BENGKULU,LUAS,SERDANG INDAH,KAUR
20212,BENGKULU,MUARA SAHUNG,BUKIT MAKMUR,KAUR
20213,BENGKULU,MUARA SAHUNG,ULAK BANDUNG,KAUR
20214,BENGKULU,MUARA SAHUNG,SUMBER MAKMUR,KAUR
20215,BENGKULU,MUARA SAHUNG,TRI TUNGGAL BHAKTI,KAUR
20216,BENGKULU,MUARA SAHUNG,MUARA SAHUNG,KAUR
20217,BENGKULU,MUARA SAHUNG,ULAK LEBAR,KAUR
20218,BENGKULU,MUARA SAHUNG,CINTA MAKMUR,KAUR
20219,BENGKULU,KINAL,GEDUNG WANI,KAUR
20220,BENGKULU,KINAL,GERAMAT,KAUR
20221,BENGKULU,KINAL,PENANDINGAN,KAUR
20222,BENGKULU,KINAL,TANJUNG ALAM,KAUR
20223,BENGKULU,KINAL,TANJUNG BARU,KAUR
20224,BENGKULU,KINAL,PENGURUNG,KAUR
20225,BENGKULU,KINAL,GUNUNG TERANG,KAUR
20226,BENGKULU,KINAL,TALANG PADANG,KAUR
20227,BENGKULU,KINAL,GUNUNG MEGANG,KAUR
20228,BENGKULU,KINAL,JAWI,KAUR
20229,BENGKULU,KINAL,TALANG BERANGIN,KAUR
20230,BENGKULU,KINAL,PINANG JAWA II,KAUR
20231,BENGKULU,KINAL,PINANG JAWA I,KAUR
20232,BENGKULU,KINAL,PAPAHAN,KAUR
20233,BENGKULU,SEMIDANG GUMAY,NUSUK,KAUR
20234,BENGKULU,SEMIDANG GUMAY,TANJUNG HARAPAN,KAUR
20235,BENGKULU,SEMIDANG GUMAY,AWAT MATA,KAUR
20236,BENGKULU,SEMIDANG GUMAY,SUKA MERINDU,KAUR
20237,BENGKULU,SEMIDANG GUMAY,LUBUK GUNG,KAUR
20238,BENGKULU,SEMIDANG GUMAY,CAHAYA BATHIN,KAUR
20239,BENGKULU,SEMIDANG GUMAY,KARANG DAPO,KAUR
20240,BENGKULU,SEMIDANG GUMAY,BUNGA MELUR,KAUR
20241,BENGKULU,SEMIDANG GUMAY,GUNUNG TIGA II,KAUR
20242,BENGKULU,SEMIDANG GUMAY,PADANG PANJANG,KAUR
20243,BENGKULU,SEMIDANG GUMAY,MENTIRING I,KAUR
20244,BENGKULU,SEMIDANG GUMAY,MENTIRING II,KAUR
20245,BENGKULU,SEMIDANG GUMAY,GUNUNG TIGA I,KAUR
20246,BENGKULU,TANJUNG KEMUNING,BERIANG TINGGI,KAUR
20247,BENGKULU,TANJUNG KEMUNING,TANJUNG BULAN,KAUR
20248,BENGKULU,TANJUNG KEMUNING,PADANG LEBAN,KAUR
20249,BENGKULU,TANJUNG KEMUNING,TINGGI ARI,KAUR
20250,BENGKULU,TANJUNG KEMUNING,AUR RINGIT,KAUR
20251,BENGKULU,TANJUNG KEMUNING,SELIKA I,KAUR
20252,BENGKULU,TANJUNG KEMUNING,PELAJARAN I,KAUR
20253,BENGKULU,TANJUNG KEMUNING,SULAUWANGI,KAUR
20254,BENGKULU,TANJUNG KEMUNING,PADANG KEDONDONG,KAUR
20255,BENGKULU,TANJUNG KEMUNING,SELIKA II,KAUR
20256,BENGKULU,TANJUNG KEMUNING,PELAJARAN II,KAUR
20257,BENGKULU,TANJUNG KEMUNING,PADANG TINGGI,KAUR
20258,BENGKULU,TANJUNG KEMUNING,TANJUNG KEMUNING I,KAUR
20259,BENGKULU,TANJUNG KEMUNING,TANJUNG KEMUNING II,KAUR
20260,BENGKULU,TANJUNG KEMUNING,TANJUNG KEMUNING III,KAUR
20261,BENGKULU,TANJUNG KEMUNING,TANJUNG AUR I,KAUR
20262,BENGKULU,TANJUNG KEMUNING,TANJUNG AUR II,KAUR
20263,BENGKULU,TANJUNG KEMUNING,TANJUNG IMAN I,KAUR
20264,BENGKULU,TANJUNG KEMUNING,TANJUNG IMAN II,KAUR
20265,BENGKULU,TANJUNG KEMUNING,SELIKA III,KAUR
20266,BENGKULU,KELAM TENGAH,PAGAR DEWA,KAUR
20267,BENGKULU,KELAM TENGAH,TALANG TAIS,KAUR
20268,BENGKULU,KELAM TENGAH,PENANTIAN,KAUR
20269,BENGKULU,KELAM TENGAH,SIRING AGUNG,KAUR
20270,BENGKULU,KELAM TENGAH,DARAT SAWAH,KAUR
20271,BENGKULU,KELAM TENGAH,RIGANGAN I,KAUR
20272,BENGKULU,KELAM TENGAH,RIGANGAN II,KAUR
20273,BENGKULU,KELAM TENGAH,RIGANGAN III,KAUR
20274,BENGKULU,KELAM TENGAH,TANJUNG GANTI I,KAUR
20275,BENGKULU,KELAM TENGAH,TANJUNG GANTI II,KAUR
20276,BENGKULU,KELAM TENGAH,TALANG MARAP,KAUR
20277,BENGKULU,KELAM TENGAH,SUKARAMI I,KAUR
20278,BENGKULU,KELAM TENGAH,SUKARAMI II,KAUR
20279,BENGKULU,KAUR UTARA,PADANG MANIS,KAUR
20280,BENGKULU,KAUR UTARA,GUNUNG AGUNG,KAUR
20281,BENGKULU,KAUR UTARA,BANDU AGUNG,KAUR
20282,BENGKULU,KAUR UTARA,PANCUR NEGARA,KAUR
20283,BENGKULU,KAUR UTARA,COKO ENAU,KAUR
20284,BENGKULU,KAUR UTARA,GURU AGUNG I,KAUR
20285,BENGKULU,KAUR UTARA,GURU AGUNG II,KAUR
20286,BENGKULU,PADANG GUCI HILIR,GUNUNG KAYA,KAUR
20287,BENGKULU,PADANG GUCI HILIR,ULAK AGUNG,KAUR
20288,BENGKULU,PADANG GUCI HILIR,AIR KERING I,KAUR
20289,BENGKULU,PADANG GUCI HILIR,TALANG PADANG,KAUR
20290,BENGKULU,PADANG GUCI HILIR,TALANG JAWI I,KAUR
20291,BENGKULU,PADANG GUCI HILIR,TALANG JAWI II,KAUR
20292,BENGKULU,PADANG GUCI HILIR,TALANG BESAR,KAUR
20293,BENGKULU,PADANG GUCI HILIR,PULAU PANGGUNG,KAUR
20294,BENGKULU,PADANG GUCI HILIR,AIR KERING II,KAUR
20295,BENGKULU,LUNGKANG KULE,TANJUNG BUNIAN,KAUR
20296,BENGKULU,LUNGKANG KULE,SINAR BULAN,KAUR
20297,BENGKULU,LUNGKANG KULE,SUKA NANTI,KAUR
20298,BENGKULU,LUNGKANG KULE,LAWANG AGUNG,KAUR
20299,BENGKULU,LUNGKANG KULE,TANJUNG KURUNG,KAUR
20300,BENGKULU,LUNGKANG KULE,SENAK,KAUR
20301,BENGKULU,LUNGKANG KULE,DATAR LEBAR I,KAUR
20302,BENGKULU,LUNGKANG KULE,DATAR LEBAR II,KAUR
20303,BENGKULU,LUNGKANG KULE,AUR GADING,KAUR
20304,BENGKULU,PADANG GUCI HULU,PAGAR GUNUNG,KAUR
20305,BENGKULU,PADANG GUCI HULU,COKOH BETUNG,KAUR
20306,BENGKULU,PADANG GUCI HULU,PAGAR ALAM,KAUR
20307,BENGKULU,PADANG GUCI HULU,MANAU SEMBILAN I,KAUR
20308,BENGKULU,PADANG GUCI HULU,MANAU SEMBILAN II,KAUR
20309,BENGKULU,PADANG GUCI HULU,BUNGIN TAMBUN I,KAUR
20310,BENGKULU,PADANG GUCI HULU,BUNGIN TAMBUN II,KAUR
20311,BENGKULU,PADANG GUCI HULU,BUNGIN TAMBUN III,KAUR
20312,BENGKULU,PADANG GUCI HULU,NAGA RANTAI,KAUR
20313,BENGKULU,PADANG GUCI HULU,MARGO MULYO,KAUR
20314,BENGKULU,PADANG GUCI HULU,JATI MULYO,KAUR
20315,BENGKULU,SEMIDANG ALAS MARAS,TEDUNAN,SELUMA
20316,BENGKULU,SEMIDANG ALAS MARAS,KEMBANG MUMPO,SELUMA
20317,BENGKULU,SEMIDANG ALAS MARAS,KETAPANG BARU,SELUMA
20318,BENGKULU,SEMIDANG ALAS MARAS,PADANG BAKUNG,SELUMA
20319,BENGKULU,SEMIDANG ALAS MARAS,TALANG ALAI,SELUMA
20320,BENGKULU,SEMIDANG ALAS MARAS,JAMBAT AKAR,SELUMA
20321,BENGKULU,SEMIDANG ALAS MARAS,UJUNG PADANG,SELUMA
20322,BENGKULU,SEMIDANG ALAS MARAS,GELOMBANG,SELUMA
20323,BENGKULU,SEMIDANG ALAS MARAS,LUBUK BETUNG,SELUMA
20324,BENGKULU,SEMIDANG ALAS MARAS,MARAS TENGAH,SELUMA
20325,BENGKULU,SEMIDANG ALAS MARAS,GUNUNG KEMBANG,SELUMA
20326,BENGKULU,SEMIDANG ALAS MARAS,GENTING JUAR,SELUMA
20327,BENGKULU,SEMIDANG ALAS MARAS,PADANG KELAPO,SELUMA
20328,BENGKULU,SEMIDANG ALAS MARAS,PEMATANG RIDING,SELUMA
20329,BENGKULU,SEMIDANG ALAS,MARAS JAUH,SELUMA
20330,BENGKULU,SEMIDANG ALAS,TEBAT GUNUNG,SELUMA
20331,BENGKULU,SEMIDANG ALAS,PADANG SERUNAIAN,SELUMA
20332,BENGKULU,SEMIDANG ALAS,GUNUNG MESIR,SELUMA
20333,BENGKULU,SEMIDANG ALAS,PETAI KAYU,SELUMA
20334,BENGKULU,SEMIDANG ALAS,NANJUNGAN,SELUMA
20335,BENGKULU,SEMIDANG ALAS,BANDUNG AGUNG,SELUMA
20336,BENGKULU,SEMIDANG ALAS,PINJU LAYANG,SELUMA
20337,BENGKULU,SEMIDANG ALAS,NANTI AGUNG,SELUMA
20338,BENGKULU,SEMIDANG ALAS,PAJAR BULAN,SELUMA
20339,BENGKULU,SEMIDANG ALAS,RANTAU PANJANG,SELUMA
20340,BENGKULU,SEMIDANG ALAS,TALANG DURIAN,SELUMA
20341,BENGKULU,SEMIDANG ALAS,AIR MELANCAR,SELUMA
20342,BENGKULU,SEMIDANG ALAS,CUGUNG LANGU,SELUMA
20343,BENGKULU,SEMIDANG ALAS,MUARA DUA,SELUMA
20344,BENGKULU,SEMIDANG ALAS,RENAH GAJAH MATI II,SELUMA
20345,BENGKULU,SEMIDANG ALAS,NAPALAN,SELUMA
20346,BENGKULU,SEMIDANG ALAS,MEKAR SARI MUKTI,SELUMA
20347,BENGKULU,TALO,KEMBANG SERI,SELUMA
20348,BENGKULU,TALO,LUBUK GIO,SELUMA
20349,BENGKULU,TALO,MUARA DANAU,SELUMA
20350,BENGKULU,TALO,DURIAN BUBUR,SELUMA
20351,BENGKULU,TALO,MASMAMBANG,SELUMA
20352,BENGKULU,TALO,SERAMBI GUNUNG,SELUMA
20353,BENGKULU,TALO,AIR PAYANGAN,SELUMA
20354,BENGKULU,TALO,BATU TUGU,SELUMA
20355,BENGKULU,TALO,AIR TERAS,SELUMA
20356,BENGKULU,TALO,BUNUT TINGGI,SELUMA
20357,BENGKULU,TALO,LUBUK GADIS,SELUMA
20358,BENGKULU,TALO,KAMPAI,SELUMA
20359,BENGKULU,TALO,LUBUK NGANTUNGAN,SELUMA
20360,BENGKULU,ILIR TALO,DUSUN BARU,SELUMA
20361,BENGKULU,ILIR TALO,PADANG BATU,SELUMA
20362,BENGKULU,ILIR TALO,PENAGO I,SELUMA
20363,BENGKULU,ILIR TALO,PENAGO BARU,SELUMA
20364,BENGKULU,ILIR TALO,PENAGO II,SELUMA
20365,BENGKULU,ILIR TALO,TALANG KABU,SELUMA
20366,BENGKULU,ILIR TALO,TALANG PANJANG,SELUMA
20367,BENGKULU,ILIR TALO,PADANG CEKUR,SELUMA
20368,BENGKULU,ILIR TALO,NANTI AGUNG,SELUMA
20369,BENGKULU,ILIR TALO,PASAR TALO,SELUMA
20370,BENGKULU,TALO KECIL,SUKA MERINDU,SELUMA
20371,BENGKULU,TALO KECIL,SUKA BULAN,SELUMA
20372,BENGKULU,TALO KECIL,TALANG PADANG,SELUMA
20373,BENGKULU,TALO KECIL,TABA,SELUMA
20374,BENGKULU,TALO KECIL,BAKAL DALAM,SELUMA
20375,BENGKULU,TALO KECIL,SUNGAI PETAI,SELUMA
20376,BENGKULU,TALO KECIL,LUBUK LAGAN,SELUMA
20377,BENGKULU,TALO KECIL,NAPALAN,SELUMA
20378,BENGKULU,ULU TALO,PAGAR,SELUMA
20379,BENGKULU,ULU TALO,BANYU KENCANA,SELUMA
20380,BENGKULU,ULU TALO,PAGAR AGUNG,SELUMA
20381,BENGKULU,ULU TALO,AIR KERUH,SELUMA
20382,BENGKULU,ULU TALO,MUARA SIMPUR,SELUMA
20383,BENGKULU,ULU TALO,HARGO BINANGUN,SELUMA
20384,BENGKULU,ULU TALO,SIPUR IJANG,SELUMA
20385,BENGKULU,ULU TALO,MEKAR JAYA,SELUMA
20386,BENGKULU,ULU TALO,GIRI MULYA,SELUMA
20387,BENGKULU,ULU TALO,PAGAR BANYU,SELUMA
20388,BENGKULU,SELUMA,NAPAL,SELUMA
20389,BENGKULU,SELUMA,DUSUN BARU,SELUMA
20390,BENGKULU,SELUMA,TALANG SALING,SELUMA
20391,BENGKULU,SELUMA,LUBUK LINTANG,SELUMA
20392,BENGKULU,SELUMA,PASAR TAIS,SELUMA
20393,BENGKULU,SELUMA,LUBUK KEBUR,SELUMA
20394,BENGKULU,SELUMA SELATAN,TANJUNG SELUAI,SELUMA
20395,BENGKULU,SELUMA SELATAN,RIMBO KEDUI,SELUMA
20396,BENGKULU,SELUMA SELATAN,SIDO MULYO,SELUMA
20397,BENGKULU,SELUMA SELATAN,PASAR SELUMA,SELUMA
20398,BENGKULU,SELUMA SELATAN,SUKA RAMI,SELUMA
20399,BENGKULU,SELUMA SELATAN,TANGGA BATU,SELUMA
20400,BENGKULU,SELUMA SELATAN,SENGKUANG,SELUMA
20401,BENGKULU,SELUMA SELATAN,TANJUNG SERU,SELUMA
20402,BENGKULU,SELUMA SELATAN,TANJUNGAN,SELUMA
20403,BENGKULU,SELUMA BARAT,PURBOSARI,SELUMA
20404,BENGKULU,SELUMA BARAT,TALANG PERAPAT,SELUMA
20405,BENGKULU,SELUMA BARAT,AIR LATAK,SELUMA
20406,BENGKULU,SELUMA BARAT,PAGAR AGUNG,SELUMA
20407,BENGKULU,SELUMA BARAT,TALANG TINGGI,SELUMA
20408,BENGKULU,SELUMA BARAT,LUBUK LAGAN,SELUMA
20409,BENGKULU,SELUMA BARAT,TANJUNG AGUNG,SELUMA
20410,BENGKULU,SELUMA TIMUR,TENANGAN,SELUMA
20411,BENGKULU,SELUMA TIMUR,RAWASARI,SELUMA
20412,BENGKULU,SELUMA TIMUR,TALANG SALI,SELUMA
20413,BENGKULU,SELUMA TIMUR,KUNDURAN,SELUMA
20414,BENGKULU,SELUMA TIMUR,KOTA AGUNG,SELUMA
20415,BENGKULU,SELUMA TIMUR,SELEBAR,SELUMA
20416,BENGKULU,SELUMA TIMUR,SEMBAYAT,SELUMA
20417,BENGKULU,SELUMA TIMUR,BUNGA MAS,SELUMA
20418,BENGKULU,SELUMA UTARA,SIMPANG,SELUMA
20419,BENGKULU,SELUMA UTARA,SELINGSINGAN,SELUMA
20420,BENGKULU,SELUMA UTARA,PANDAN,SELUMA
20421,BENGKULU,SELUMA UTARA,TALANG BERINGIN,SELUMA
20422,BENGKULU,SELUMA UTARA,TALANG RAMI,SELUMA
20423,BENGKULU,SELUMA UTARA,LUBUK RESAM,SELUMA
20424,BENGKULU,SELUMA UTARA,SEKALAK,SELUMA
20425,BENGKULU,SUKARAJA,SUKARAJA,SELUMA
20426,BENGKULU,SUKARAJA,LUBUK SAHUNG,SELUMA
20427,BENGKULU,SUKARAJA,BUKIT PENINJAUAN II,SELUMA
20428,BENGKULU,SUKARAJA,KAYU ARANG,SELUMA
20429,BENGKULU,SUKARAJA,NIUR,SELUMA
20430,BENGKULU,SUKARAJA,CAHAYA NEGERI,SELUMA
20431,BENGKULU,SUKARAJA,BUKIT PENINJAUAN I,SELUMA
20432,BENGKULU,SUKARAJA,RIAK SIABUN,SELUMA
20433,BENGKULU,SUKARAJA,JENGGALU,SELUMA
20434,BENGKULU,SUKARAJA,BABATAN,SELUMA
20435,BENGKULU,SUKARAJA,SIDO SARI,SELUMA
20436,BENGKULU,SUKARAJA,SARI MULYO,SELUMA
20437,BENGKULU,SUKARAJA,SIDO LUHUR,SELUMA
20438,BENGKULU,SUKARAJA,SUMBER ARUM,SELUMA
20439,BENGKULU,SUKARAJA,RIAK SIABUN I,SELUMA
20440,BENGKULU,SUKARAJA,PADANG KUAS,SELUMA
20441,BENGKULU,SUKARAJA,KUTI AGUNG,SELUMA
20442,BENGKULU,AIR PERIUKAN,TABA LUBUK PUDING,SELUMA
20443,BENGKULU,AIR PERIUKAN,SUKASARI,SELUMA
20444,BENGKULU,AIR PERIUKAN,TAWANG REJO,SELUMA
20445,BENGKULU,AIR PERIUKAN,KUNGKAI BARU,SELUMA
20446,BENGKULU,AIR PERIUKAN,KEBAN AGUNG,SELUMA
20447,BENGKULU,AIR PERIUKAN,LAWANG AGUNG,SELUMA
20448,BENGKULU,AIR PERIUKAN,PADANG PELASAN,SELUMA
20449,BENGKULU,AIR PERIUKAN,AIR PERIUKAN,SELUMA
20450,BENGKULU,AIR PERIUKAN,DERMAYU,SELUMA
20451,BENGKULU,AIR PERIUKAN,SUKA MAJU,SELUMA
20452,BENGKULU,AIR PERIUKAN,TALANG BENUANG,SELUMA
20453,BENGKULU,LUBUK SANDI,TUMBUAN,SELUMA
20454,BENGKULU,LUBUK SANDI,RENAH PANJANG,SELUMA
20455,BENGKULU,LUBUK SANDI,GUNUNG AGUNG,SELUMA
20456,BENGKULU,LUBUK SANDI,TALANG GIRING,SELUMA
20457,BENGKULU,LUBUK SANDI,TANJUNG KUAW,SELUMA
20458,BENGKULU,LUBUK SANDI,DUSUN TENGAH,SELUMA
20459,BENGKULU,LUBUK SANDI,TALANG KEBUN,SELUMA
20460,BENGKULU,LUBUK SANDI,ARANG SAPAT,SELUMA
20461,BENGKULU,LUBUK SANDI,NAPAL JUNGUR,SELUMA
20462,BENGKULU,LUBUK SANDI,CAWANG,SELUMA
20463,BENGKULU,LUBUK SANDI,PADANG CAPO ILIR,SELUMA
20464,BENGKULU,SELUMA SELATAN,PADANG RAMBUN,SELUMA
20465,BENGKULU,SELUMA,TALANG DANTUK,SELUMA
20466,BENGKULU,LUBUK SANDI,PADANG CAPO ULU,SELUMA
20467,BENGKULU,SUKARAJA,PADANG PELAWI,SELUMA
20468,BENGKULU,SELUMA UTARA,TALANG EMPAT,SELUMA
20469,BENGKULU,ULU TALO,GIRI NANTO,SELUMA
